__run_id,__done,benchmark,compilation,cold_start_energy,warm_start_energy,cold_start_cpu_util,warm_start_cpu_util,cold_start_duration,warm_start_duration,cold_start_memory_util,warm_start_memory_util
run_3_repetition_12,DONE,fannkuch/original.py,original,1.919,1.384,62.626,97.619,1019,381,25182208,25047040
run_4_repetition_12,DONE,fannkuch/original.py,numba,1.647,0.123,71.395,92.857,1327,211,151511040,151511040
run_5_repetition_12,DONE,fannkuch/original.py,cython,1.204,0.937,61.645,97.5,1002,324,25579520,25509888
run_6_repetition_12,DONE,insertionsort/original.py,original,1.721,1.704,62.829,100.0,947,533,16519168,16519168
run_7_repetition_12,DONE,insertionsort/original.py,numba,2.107,0.523,77.432,100.0,1740,343,147681280,147877888
run_8_repetition_12,DONE,insertionsort/original.py,cython,1.724,2.129,66.214,99.107,1080,514,16809984,16809984
run_9_repetition_12,DONE,mandlebrot/original.py,original,2.132,1.954,60.664,100.0,873,609,13438976,13348864
run_10_repetition_12,DONE,mandlebrot/original.py,numba,1.998,0.207,71.443,100.0,1269,210,146788352,146788352
run_11_repetition_12,DONE,mandlebrot/original.py,cython,1.438,1.388,56.471,100.0,831,476,13582336,13549568
run_12_repetition_12,DONE,nbody/original.py,original,4.546,4.587,78.644,100.0,1652,1293,9924608,9924608
run_13_repetition_12,DONE,nbody/original.py,numba,1.769,0.191,74.061,100.0,1396,267,152776704,152776704
run_14_repetition_12,DONE,nbody/original.py,cython,4.884,5.063,79.971,99.436,1805,1427,10539008,10539008
run_15_repetition_12,DONE,recur_matrix_multiplication/original.py,original,3.184,3.139,79.058,98.73,1941,1122,9912320,10108928
run_16_repetition_12,DONE,recur_matrix_multiplication/original.py,numba,4.069,1.463,84.782,100.0,2485,476,151093248,151093248
run_17_repetition_12,DONE,recur_matrix_multiplication/original.py,cython,1.592,1.198,54.325,97.368,811,553,25223168,25272320
run_18_repetition_12,DONE,richards/original.py,original,4.707,3.7,78.885,98.785,1708,1217,25911296,25661440
run_19_repetition_12,DONE,richards/original.py,numba,1.387,0.115,68.994,91.228,1213,153,147255296,147255296
run_20_repetition_12,DONE,richards/original.py,cython,6.228,5.403,81.398,99.325,2030,1464,25640960,25583616
run_21_repetition_12,DONE,spectral_norm/original.py,original,9.839,9.932,88.474,99.254,3056,2518,77848576,77848576
run_22_repetition_12,DONE,spectral_norm/original.py,numba,1.809,0.198,79.183,95.417,1501,210,357396480,440004608
run_23_repetition_12,DONE,spectral_norm/original.py,cython,8.395,8.316,88.046,99.289,2508,2092,79876096,79876096
run_0_repetition_13,DONE,binary_trees/original.py,original,3.808,3.64,85.387,99.725,2223,2053,440995840,478543872
run_1_repetition_13,DONE,binary_trees/original.py,numba,8.64,1.275,95.783,98.958,7226,894,2944303104,4485906432
run_2_repetition_13,DONE,binary_trees/original.py,cython,2.931,2.647,78.555,100.0,1707,1293,439705600,478834688
run_3_repetition_13,DONE,fannkuch/original.py,original,1.976,1.139,64.938,100.0,1071,419,25333760,25333760
run_4_repetition_13,DONE,fannkuch/original.py,numba,1.62,0.172,70.135,100.0,1290,191,151412736,151412736
run_5_repetition_13,DONE,fannkuch/original.py,cython,1.624,1.012,64.568,94.709,891,324,25563136,25284608
run_6_repetition_13,DONE,insertionsort/original.py,original,2.036,1.857,60.14,97.419,979,572,16384000,16384000
run_7_repetition_13,DONE,insertionsort/original.py,numba,2.081,0.685,78.856,100.0,1707,305,147152896,147349504
run_8_repetition_13,DONE,insertionsort/original.py,cython,2.705,2.168,67.535,100.0,1155,875,16953344,16953344
run_9_repetition_13,DONE,mandlebrot/original.py,original,1.884,1.599,60.764,98.056,873,666,13053952,13053952
run_10_repetition_13,DONE,mandlebrot/original.py,numba,1.309,0.232,68.631,100.0,1119,191,146546688,146546688
run_11_repetition_13,DONE,mandlebrot/original.py,cython,1.244,1.543,55.604,96.703,703,476,13582336,13549568
run_12_repetition_13,DONE,nbody/original.py,original,4.125,4.941,79.302,100.0,1539,1217,10022912,10022912
run_13_repetition_13,DONE,nbody/original.py,numba,1.381,0.328,75.225,94.545,1197,191,152621056,152621056
run_14_repetition_13,DONE,nbody/original.py,cython,4.785,4.915,79.697,98.611,1557,1350,10452992,10452992
run_15_repetition_13,DONE,recur_matrix_multiplication/original.py,original,2.929,3.259,74.732,98.747,1292,1065,9728000,10121216
run_16_repetition_13,DONE,recur_matrix_multiplication/original.py,numba,3.5,1.343,86.663,100.0,2318,514,150904832,150904832
run_17_repetition_13,DONE,recur_matrix_multiplication/original.py,cython,1.366,1.397,54.26,97.222,684,495,25366528,25448448
run_18_repetition_13,DONE,richards/original.py,original,4.291,4.041,80.356,98.684,1578,1122,25661440,25661440
run_19_repetition_13,DONE,richards/original.py,numba,1.243,0.103,69.006,97.143,1064,172,147202048,147398656
run_20_repetition_13,DONE,richards/original.py,cython,5.603,5.57,83.452,99.377,1862,1369,25423872,25423872
run_21_repetition_13,DONE,spectral_norm/original.py,original,9.913,9.416,88.914,99.365,2812,2536,78356480,78356480
run_22_repetition_13,DONE,spectral_norm/original.py,numba,1.774,0.212,78.784,93.86,1520,210,356847616,438882304
run_23_repetition_13,DONE,spectral_norm/original.py,cython,8.146,8.036,87.299,100.0,2622,2281,80424960,80424960
run_0_repetition_14,DONE,binary_trees/original.py,original,3.743,3.957,85.86,100.0,2223,1939,441159680,478494720
run_1_repetition_14,DONE,binary_trees/original.py,numba,8.502,1.533,95.623,98.864,7285,818,2964074496,4499976192
run_2_repetition_14,DONE,binary_trees/original.py,cython,2.747,2.328,81.511,100.0,1653,1502,437936128,468221952
run_3_repetition_14,DONE,fannkuch/original.py,original,1.874,0.975,59.819,100.0,798,458,25251840,25112576
run_4_repetition_14,DONE,fannkuch/original.py,numba,1.432,0.127,71.342,100.0,1102,210,151543808,151543808
run_5_repetition_14,DONE,fannkuch/original.py,cython,1.362,0.867,58.124,100.0,741,362,25427968,25427968
run_6_repetition_14,DONE,insertionsort/original.py,original,1.559,1.872,62.542,98.333,855,552,16461824,16461824
run_7_repetition_14,DONE,insertionsort/original.py,numba,1.763,0.466,83.175,100.0,1843,381,148107264,148107264
run_8_repetition_14,DONE,insertionsort/original.py,cython,1.831,1.504,60.931,100.0,817,647,16846848,16846848
run_9_repetition_14,DONE,mandlebrot/original.py,original,1.983,1.752,59.848,98.355,817,590,13361152,13008896
run_10_repetition_14,DONE,mandlebrot/original.py,numba,1.273,0.219,72.354,93.074,1007,191,146599936,146599936
run_11_repetition_14,DONE,mandlebrot/original.py,cython,1.413,1.01,56.906,100.0,703,590,13582336,13553664
run_12_repetition_14,DONE,nbody/original.py,original,3.7,4.364,80.373,99.203,1558,1293,10022912,10022912
run_13_repetition_14,DONE,nbody/original.py,numba,1.562,0.319,74.29,92.727,1197,191,152621056,152621056
run_14_repetition_14,DONE,nbody/original.py,cython,4.972,4.996,78.997,100.0,1482,1350,10596352,10596352
run_15_repetition_14,DONE,recur_matrix_multiplication/original.py,original,2.994,2.978,76.267,100.0,1292,1141,10022912,10022912
run_16_repetition_14,DONE,recur_matrix_multiplication/original.py,numba,3.588,1.581,86.081,100.0,2318,477,151228416,151228416
run_17_repetition_14,DONE,recur_matrix_multiplication/original.py,cython,1.042,1.765,60.562,98.016,779,438,25112576,25358336
run_18_repetition_14,DONE,richards/original.py,original,4.174,4.111,79.934,98.475,1596,1103,25915392,25665536
run_19_repetition_14,DONE,richards/original.py,numba,1.386,0.099,67.973,92.208,969,191,147501056,147697664
run_20_repetition_14,DONE,richards/original.py,cython,5.583,5.534,83.284,98.734,1824,1483,25575424,25575424
run_21_repetition_14,DONE,spectral_norm/original.py,original,9.778,9.63,89.411,100.0,2907,2498,78057472,78057472
run_22_repetition_14,DONE,spectral_norm/original.py,numba,2.011,0.233,78.276,100.0,1482,210,355819520,438710272
run_23_repetition_14,DONE,spectral_norm/original.py,cython,7.997,8.207,87.791,100.0,2641,2281,79671296,79671296
